timestamp,response_time,ssl_days_remaining,security_score,uptime
1740815348,0.161439,,60,1
1740815652,0.159599,,60,1
1740815956,0.157431,,60,1
1740816261,0.158479,,60,1
1740816568,0.365478,,60,1
1740816873,0.158837,,60,1
1740817178,0.162874,,60,1
1740817482,0.156503,,60,1
1740817786,0.154076,,60,1
1740818090,0.322395,,60,1
1740818395,0.256531,,60,1
1740818700,0.158467,,60,1
1740819004,0.161528,,60,1
1740819308,0.157294,,60,1
1740819612,0.155737,,60,1
1740819917,0.333772,,60,1
