timestamp,response_time,ssl_days_remaining,security_score,uptime
1740815347,0.000174,,60,1
1740815652,0.000196,,60,1
1740815955,0.001198,,60,1
1740816260,0.001249,,60,1
1740816566,0.000181,,60,1
1740816873,0.000172,,60,1
1740817177,0.000195,,60,1
1740817481,0.001266,,60,1
1740817785,0.000175,,60,1
1740818090,0.001189,,60,1
1740818395,0.000181,,60,1
1740818699,0.000162,,60,1
1740819003,0.000165,,60,1
1740819307,0.000259,,60,1
1740819611,0.000181,,60,1
1740819915,0.000168,,60,1
