timestamp,response_time,ssl_days_remaining,security_score,uptime
1740815349,0.264216,,60,1
1740815653,0.155483,,60,1
1740815957,0.162544,,60,1
1740816262,0.386338,,60,1
1740816569,0.149187,,60,1
1740816874,0.153310,,60,1
1740817178,0.149402,,60,1
1740817483,0.157775,,60,1
1740817787,0.271106,,60,1
1740818092,0.276883,,60,1
1740818396,0.272495,,60,1
1740818701,0.150444,,60,1
1740819005,0.148538,,60,1
1740819309,0.259525,,60,1
1740819613,0.223938,,60,1
1740819918,0.155891,,60,1
