timestamp,response_time,ssl_days_remaining,security_score,uptime
1740815350,0.000205,,60,1
1740815654,0.000171,,60,1
1740815958,0.000195,,60,1
1740816263,0.000181,,60,1
1740816571,0.001194,,60,1
1740816875,0.000172,,60,1
1740817179,0.000185,,60,1
1740817484,0.000185,,60,1
1740817788,0.000175,,60,1
1740818093,0.000201,,60,1
1740818397,0.000209,,60,1
1740818702,0.000179,,60,1
1740819006,0.000167,,60,1
1740819310,0.001496,,60,1
1740819614,0.000192,,60,1
1740819919,0.000177,,60,1
